110,110.029999,109.110001
109.169998,110.089996,109.900002
110.370003,110.940002,109.489998
111.599998,112.199997,110.519997
110.779999,112.029999,111.459999
111.43,112.470001,111.57
111.129997,111.870003,111.790001
111.360001,111.510002,111.230003
111.949997,112.419998,111.800003
110.120003,111.989998,111.730003
109.720001,110.540001,110.059998
109.809998,110.349998,109.949997
106.699997,110.230003,109.989998
106.57,107.68,107.110001
107.709999,107.809998,105.709999
107.120003,108.870003,108.43
111.089996,111.089996,107.790001
109.879997,111.32,110.879997
110.309998,111.720001,111.059998
